,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,Actg1,Actb,98.9333,2852,3639
1,Actg1,Actl6a,36.1305,2852,20675
2,Actg1,Actl6b,37.5587,2852,16065
3,Actg1,Actr3b,38.0383,2852,90691
4,Actg1,Actl10,33.526,2852,1500
5,Actg1,Actbl2,92.2872,2852,2736
6,Actg1,Actl7a,37.2727,2852,1512
7,Actg1,Actl9,36.6265,2852,1372
8,Actg1,Actr8,17.4679,2852,28017
9,Actg1,Actr10,24.94,2852,26861
10,Actg1,Actc1,93.3687,2852,6266
11,Actg1,Actr1a,54.5213,2852,18937
12,Actg1,Actr2,46.7005,2852,50609
13,Actg1,Actl7b,39.9522,2852,1438
14,Actg1,Acta1,93.1034,2852,2982
15,Actg1,Acte1,48.6559,2852,33208
16,Actg1,Actrt3,47.6965,2852,2866
17,Actg1,Actl11,12.0961,2852,3992
18,Actg1,Actr6,28.0303,2852,20324
19,Actg1,Actr5,20.8882,2852,14323
20,Actg1,Actrt1,47.8723,2852,1338
21,Actg1,Actrt2,49.6021,2852,1434
22,Actg1,Acta2,93.6339,2852,14500
23,Actg1,Actg2,93.617,2852,23360
24,Actg1,Actr3,37.5598,2852,42822
25,Actg1,Actr1b,55.0532,2852,16308
