,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,ATF7IP,ATF7IP2,25.9531,137255,157204
1,SETDB1,EZH2,13.9814,38481,77064
2,SETDB1,SETDB2,30.976,38481,50729
3,SETDB1,SETD2,5.57722,38481,147685
4,SETDB1,KMT2B,4.60405,38481,20907
5,SETDB1,KMT2A,3.72608,38481,90376
6,SETDB1,NSD3,8.00278,38481,112568
7,SETDB1,SETD1B,5.90031,38481,28647
8,SETDB1,SETD1A,5.79965,38481,27370
9,SETDB1,EHMT1,15.5624,38481,251024
10,SETDB1,KMT2D,2.49232,38481,41819
11,SETDB1,EZH1,14.7256,38481,44774
12,SETDB1,NSD1,5.26706,38481,168383
13,SETDB1,SETBP1,4.198,38481,388337
14,SETDB1,EHMT2,14.4628,38481,17939
15,SETDB1,ASH1L,4.58839,38481,227894
16,SETDB1,NSD2,8.57143,38481,110814
17,SETDB1,KMT2C,2.81002,38481,301722
18,SETDB1,SUV39H2,25.3659,38481,25495
19,SETDB1,SUV39H1,26.4563,38481,13462
