,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,PLEC,SYNE2,9.41074,61581,464534
1,PLEC,GAS2L2,9.88636,61581,8728
2,PLEC,GAS2L3,8.50144,61581,54605
3,PLEC,DSP,36.3985,61581,45376
4,PLEC,FLNC,10.789,61581,28868
5,PLEC,FLNA,11.0314,61581,26110
6,PLEC,DMD,9.66079,61581,2241932
7,PLEC,SPTBN4,17.3557,61581,110223
8,PLEC,SPTB,18.5137,61581,133624
9,PLEC,SPTAN1,12.9996,61581,81104
10,PLEC,MICAL3,13.3866,61581,236912
11,PLEC,SPTBN5,11.1051,61581,45907
12,PLEC,PKHD1,6.06284,61581,472314
13,PLEC,MICAL2,15.3025,61581,265136
14,PLEC,ACTN4,20.1976,61581,83940
15,PLEC,DTNB,15.949,61581,296449
16,PLEC,SPTBN1,19.1201,61581,215129
17,PLEC,EPPK1,11.8121,61581,21143
18,PLEC,PKHD1L1,5.46783,61581,174746
19,PLEC,DTNA,14.4156,61581,398553
20,PLEC,SPTA1,12.3191,61581,76011
21,PLEC,DYTN,21.6263,61581,69949
22,PLEC,SPTBN2,18.7866,61581,62173
23,PLEC,DST,7.89204,61581,496843
24,PLEC,UTRN,10.6321,61581,567699
25,PLEC,DRP2,11.3898,61581,44733
26,PLEC,SYNE3,20.0,61581,109384
27,PLEC,SMTNL2,12.3644,61581,24320
28,PLEC,MICAL1,17.3383,61581,21906
29,PLEC,FLNB,11.2606,61581,163853
30,PLEC,MACF1,16.9027,61581,405861
31,PLEC,SYNE1,8.4688,61581,516114
32,PLEC,ACTN1,19.8031,61581,105312
33,PLEC,ACTN2,19.5749,61581,100490
34,PLEC,ACTN3,19.5339,61581,16939
35,PLEC,CLMN,23.8523,61581,137968
