,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,p50,TNFRSF18,15.3527,,3084
1,p50,TNFRSF10B,10.2273,,48898
2,p50,TNFRSF10C,15.0579,,14524
3,p50,TNFRSF21,10.3817,,78373
4,p50,TNFRSF9,21.5686,,27294
5,p50,LTBR,19.3103,,16526
6,p50,TNFRSF10D,11.399,,28439
7,p50,TNFRSF11B,15.9601,,28328
8,p50,TNFRSF1B,16.7028,,42237
9,p50,TNFRSF11A,15.5844,,66001
10,p50,FAS,14.9254,,75792
11,p50,TNFRSF14,22.6148,,9743
12,p50,TNFRSF10A,8.54701,,34650
13,p50,TNFRSF4,19.1336,,2827
14,p50,TNFRSF6B,18.0,,2032
15,p50,NGFR,12.8806,,19715
16,p50,TNFRSF8,10.7563,,80904
17,p50,RELT,10.6977,,21075
18,p50,TNFRSF25,11.9904,,5389
19,p50,CD27,18.0769,,6763
20,p50,TNFRSF1A,10.1099,,13357
21,p50,TIAM1,7.91955,,441561
22,p50,ARHGEF6,61.5979,,115385
23,p50,VAV2,13.4396,,230710
24,p50,PLEKHG1,9.45848,,243782
25,p50,TIAM2,7.87772,,425026
26,p50,ARHGEF40,7.96577,,19975
27,p50,VAV3,13.6954,,394019
28,p50,MCF2L,13.8667,,205364
29,p50,PLEKHG4B,7.9287,,97804
30,p50,PLEKHN1,12.9296,,9383
31,p50,KALRN,4.88948,,692956
32,p50,ARHGEF25,14.4828,,7065
33,p50,PLEKHG4,10.2435,,11989
34,p50,TRIO,4.77882,,388786
35,p50,VAV1,12.7811,,84658
36,p50,MCF2,12.2877,,126446
37,p50,PLEKHG2,8.22511,,15746
38,p50,MCF2L2,11.5799,,250737
39,p50,SESTD1,5.8908,,163154
40,p50,SPATA13,8.45732,,55217
41,p50,ARHGEF9,15.6788,,174307
42,p50,KIAA1755,5.58333,,50269
43,p50,REL,28.2794,,50121
44,p50,NFKB2,42.7778,,8414
45,p50,RELA,27.9492,,9491
46,p50,RELB,26.0794,,36731
47,p52,REL,26.7462,,50121
48,p52,NFKB1,39.7317,,115972
49,p52,RELA,28.3122,,9491
50,p52,RELB,27.4611,,36731
51,p52,HDGFL1,32.6693,,2100
52,p52,HDGFL3,48.2759,,95085
53,p52,HDGFL2,30.2534,,29911
54,p52,HDGF,46.25,,24816
55,p65,SYT16,14.4186,,300576
56,p65,SYTL3,13.7705,,114862
57,p65,SYT7,21.7201,,67434
58,p65,SYT12,22.8029,,44085
59,p65,C2CD4A,10.8401,,3940
60,p65,C2CD4B,10.1648,,1750
61,p65,SYTL5,13.8356,,122266
62,p65,DOC2A,29.25,,17756
63,p65,SYT2,77.5656,,119858
64,p65,SYTL2,4.24297,,116935
65,p65,SYT5,59.5855,,9093
66,p65,SYT4,29.4118,,9643
67,p65,TC2N,14.0816,,87790
68,p65,SYT9,30.7536,,230265
69,p65,C2CD4C,12.114,,3702
70,p65,SYT13,25.5869,,46039
71,p65,RPH3A,19.0202,,328501
72,p65,C2CD4D,10.4816,,2739
73,p65,SYT8,39.5349,,9214
74,p65,SYT6,30.5882,,64589
75,p65,SYT3,26.1017,,18574
76,p65,SYTL1,15.3025,,11917
77,p65,SYTL4,15.9463,,60340
78,p65,SYT17,28.0591,,100361
79,p65,SYT15B,24.4656,,18875
80,p65,SYT15,24.4656,,15956
81,p65,RPH3AL,14.6032,,173865
82,p65,SYT10,30.7839,,65581
83,p65,DOC2B,30.0971,,38861
84,p65,SYT14,15.331,,270466
85,p65,SYT11,29.9304,,25632
86,p65,GORASP2,38.9381,,38666
87,p65,REL,35.6048,,50121
88,p65,NFKB2,17.3333,,8414
89,p65,NFKB1,15.8927,,115972
90,p65,RELB,30.7427,,36731
91,REL,NFKB2,17.4444,50121.0,8414
92,REL,NFKB1,17.1311,50121.0,115972
93,REL,RELA,37.931,50121.0,9491
94,REL,RELB,28.4974,50121.0,36731
95,RELB,REL,28.109,36731.0,50121
96,RELB,NFKB2,17.6667,36731.0,8414
97,RELB,NFKB1,15.5831,36731.0,115972
98,RELB,RELA,32.3049,36731.0,9491
