,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,RhoC,RHOB,84.1837,6307,2366
1,RhoC,RHOA,91.7098,6307,53859
2,RhoC,RHOD,45.7143,6307,15170
3,RhoC,CDC42,52.8796,6307,48733
4,RhoC,RHOJ,43.4579,6307,89394
5,RhoC,RHOQ,48.2927,6307,42882
6,RhoC,RND3,38.1148,6307,70816
7,RhoC,RHOT1,10.6222,6307,110920
8,RhoC,RHOBTB1,11.2069,6307,132002
9,RhoC,RHOH,40.8377,6307,55956
10,RhoC,RND1,35.3448,6307,8725
11,RhoC,RHOU,34.8837,6307,11185
12,RhoC,RHOF,45.4976,6307,25649
13,RhoC,RAC1,58.3333,6307,29440
14,RhoC,RAC3,55.7292,6307,2526
15,RhoC,RHOBTB3,12.766,6307,110861
16,RhoC,RND2,39.2071,6307,6810
17,RhoC,RHOT2,11.9741,6307,6074
18,RhoC,RHOBTB2,10.729,6307,33092
19,RhoC,RHOG,54.4503,6307,13981
20,RhoC,RAC2,55.2083,6307,34324
21,RhoC,RHOV,33.8983,6307,2020
