,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,Zfp532,Zfp65,23.3333,109531,23864.0
1,Smg7,Smg5,19.8623,65651,26078.0
2,Etv5,Elk3,15.8924,58410,63721.0
3,Etv5,Spib,22.5352,58410,6078.0
4,Etv5,Gabpa,18.9427,58410,28854.0
5,Etv5,Erfl,18.4659,58410,17049.0
6,Etv5,Etv3,13.2554,58410,14749.0
7,Etv5,Spic,19.8347,58410,10243.0
8,Etv5,Elf5,20.9559,58410,39301.0
9,Etv5,Elf1,11.6013,58410,101300.0
10,Etv5,Ets1,21.281,58410,121599.0
11,Etv5,Elf3,15.0895,58410,4993.0
12,Etv5,Etv1,62.2642,58410,91104.0
13,Etv5,Spi1,23.1618,58410,33366.0
14,Etv5,Etv6,15.8763,58410,234458.0
15,Etv5,Etv3l,15.4494,58410,11010.0
16,Etv5,Etv2,18.806,58410,2236.0
17,Etv5,Elf2,12.6476,58410,87943.0
18,Etv5,Elk4,16.5116,58410,25005.0
19,Etv5,Erg,18.93,58410,227424.0
20,Etv5,Fev,27.8481,58410,3910.0
21,Etv5,Fli1,20.354,58410,120657.0
22,Etv5,Ehf,18.3333,58410,39845.0
23,Etv5,Etv4,51.2346,58410,15629.0
24,Etv5,Elf4,10.3817,58410,52086.0
25,Etv5,Ets2,20.2991,58410,19153.0
26,Etv5,Spdef,21.8462,58410,14603.0
27,Etv5,Erf,12.7042,58410,8200.0
28,Etv5,Elk1,15.3846,58410,17213.0
29,Usp7,Usp8,8.06599,102713,51969.0
30,Usp7,Usp51,11.1952,102713,2947.0
31,Usp7,Usp1,10.8418,102713,11733.0
32,Usp7,Usp22,13.7143,102713,23270.0
33,Usp7,Usp16,9.33333,102713,28814.0
34,Usp7,Usp5,12.704,102713,14465.0
35,Usp7,Usp32,6.23441,102713,155719.0
36,Usp7,Usp2,14.7011,102713,28606.0
37,Usp7,Usp45,10.2091,102713,70716.0
38,Usp7,Usp19,7.69784,102713,11735.0
39,Usp7,Usp34,3.72016,102713,183665.0
40,Usp7,Usp9x,5.01175,102713,101830.0
41,Usp7,Usp9y,4.73396,102713,160821.0
42,Usp7,Usp48,21.1027,102713,64782.0
43,Usp7,Usp11,9.01194,102713,16633.0
44,Usp7,Usp40,10.0405,102713,63432.0
45,Usp7,Usp27x,15.0685,102713,4556.0
46,Usp7,Usp21,13.2509,102713,6045.0
47,Usp7,Usp33,12.1012,102713,47139.0
48,Usp7,Usp28,9.70504,102713,57142.0
49,Usp7,Usp49,12.9927,102713,56048.0
50,Usp7,Usp4,8.93971,102713,44692.0
51,Usp7,Usp35,9.01883,102713,22640.0
52,Usp7,Usp17ld,14.1284,102713,2768.0
53,Usp7,Usp17lc,14.1284,102713,4808.0
54,Usp7,Usp17le,14.0221,102713,9421.0
55,Usp7,Usp17la,15.7795,102713,5658.0
56,Usp7,Usp17lb,16.6667,102713,2346.0
57,Usp7,Usp44,12.3769,102713,26533.0
58,Usp7,Usp43,9.09894,102713,67630.0
59,Usp7,Usp24,4.88923,102713,125109.0
60,Usp7,Usp37,7.66088,102713,108773.0
61,Usp7,Usp14,13.1846,102713,52053.0
62,Usp7,Usp47,10.1744,102713,88157.0
63,Usp7,Usp50,18.4615,102713,74374.0
64,Usp7,Usp31,7.51488,102713,65232.0
65,Usp7,Usp13,12.2378,102713,120525.0
66,Usp7,Usp38,9.78887,102713,34195.0
67,Usp7,Usp42,7.6284,102713,21955.0
68,Usp7,Usp15,8.8685,102713,91989.0
69,Usp7,Usp29,8.28539,102713,236641.0
70,Usp7,Usp26,7.18563,102713,47274.0
71,Usp7,Usp10,9.20555,102713,47200.0
72,Usp7,Usp3,13.6538,102713,78505.0
73,Usp7,Usp30,13.5397,102713,59259.0
74,Usp7,Usp36,9.19854,102713,30593.0
75,Usp7,Usp20,11.2445,102713,41307.0
76,Usp7,Usp18,19.2935,102713,25011.0
77,Usp7,Usp25,9.24444,102713,103074.0
78,Fbxw7,Wdr54,18.8623,163930,7037.0
79,Fbxw7,Fbxo36,17.0213,163930,60646.0
80,Fbxw7,Fbxo16,13.7725,163930,57355.0
81,Fbxw7,Fbxw24,11.8026,163930,24941.0
82,Fbxw7,Fbxw28,12.8755,163930,16773.0
83,Fbxw7,Fbxw21,12.3932,163930,22594.0
84,Fbxw7,Fbxw26,12.0172,163930,28523.0
85,Fbxw7,Fbxw25,12.4464,163930,19530.0
86,Fbxw7,Fbxw13,11.1588,163930,16748.0
87,Fbxw7,Fbxw20,13.4615,163930,17322.0
88,Fbxw7,Fbxw14,12.8755,163930,16886.0
89,Fbxw7,Fbxw16,12.7155,163930,16824.0
90,Fbxw7,Fbxw22,12.6609,163930,25896.0
91,Fbxw7,Fbxw15,12.4464,163930,15660.0
92,Fbxw7,Fbxw19,12.4464,163930,19221.0
93,Fbxw7,Fbxw27,11.588,163930,24625.0
94,Fbxw7,Fbxw18,11.9403,163930,25966.0
95,Fbxw7,Fbxw8,13.7124,163930,90499.0
96,Fbxw7,Fbxw9,18.9956,163930,7069.0
97,Fbxw7,Traf7,17.0404,163930,19376.0
98,Fbxw7,Btrc,23.6364,163930,166279.0
99,Fbxw7,Fbxw17,12.8755,163930,15916.0
100,Fbxw7,Wdr49,12.2535,163930,207168.0
101,Fbxw7,Fbxw11,24.5115,163930,104092.0
102,Fbxw7,Efcab8,8.31444,163930,64820.0
103,Fbxw7,Wdr64,9.76059,163930,117141.0
104,Fbxw7,Wdr86,27.6316,163930,18989.0
105,Fbxw7,Wdr95,13.9031,163930,83215.0
106,Hprt,Pgm2l1,9.33977,33522,51474.0
107,Hprt,Pgm3,6.27306,33522,17465.0
108,Hprt,Pgm2,9.67742,33522,35401.0
109,Hprt,Pgm5,8.11287,33522,178839.0
110,Hprt,Pgm1,7.41379,33522,57880.0
111,Mbd3,Mbd3l1,32.2581,7011,6939.0
112,Mbd3,Mbd3l2,24.1228,7011,15662.0
113,Mbd3,Mbd1,12.2671,7011,15127.0
114,Mbd3,Mbd2,45.8937,7011,57942.0
115,Pecam1,Fcrls,17.4853,96411,12980.0
116,Pecam1,Fcgr1,17.0792,96411,11060.0
117,Pecam1,Fcrl1,17.6309,96411,26547.0
118,Pecam1,Fcgr2b,13.2353,96411,17930.0
119,Pecam1,Fcgr4,21.2851,96411,10841.0
120,Pecam1,Milr1,14.2276,96411,17568.0
121,Pecam1,6030468B19Rik,18.6508,96411,9641.0
122,Pecam1,Fcgr3,14.9813,96411,13761.0
123,Pecam1,Fcrlb,13.3489,96411,5668.0
124,Pecam1,Fcrl6,11.5672,96411,5909.0
125,Pecam1,Fcer1a,14.4,96411,5930.0
126,Pecam1,Fcrl5,16.9463,96411,64905.0
127,Pecam1,Fcrla,15.2975,96411,10007.0
128,Mta3,Mta2,57.1856,115353,10428.0
129,Mta3,Mta1,58.6014,115353,38928.0
130,Mta3,Mier3,16.6969,115353,37617.0
131,Mta3,Mier2,16.451,115353,14954.0
132,Mta3,Mier1,15.2878,115353,51364.0
133,Nsd1,Ezh2,16.8901,108543,65202.0
134,Nsd1,Setdb2,13.4642,108543,38875.0
135,Nsd1,Setd2,11.1155,108543,86036.0
136,Nsd1,Kmt2b,6.28445,108543,19868.0
137,Nsd1,Kmt2a,4.91679,108543,77942.0
138,Nsd1,Nsd3,38.6584,108543,118077.0
139,Nsd1,Setd1b,7.75819,108543,26436.0
140,Nsd1,Ehmt1,13.7346,108543,129686.0
141,Nsd1,Kmt2d,3.59699,108543,39535.0
142,Nsd1,Setd1a,7.92541,108543,23452.0
143,Nsd1,Ezh1,17.2,108543,35348.0
144,Nsd1,Setmar,26.8608,108543,12077.0
145,Nsd1,Setbp1,6.32111,108543,359011.0
146,Nsd1,Ehmt2,14.0143,108543,15583.0
147,Nsd1,Ash1l,8.92495,108543,128753.0
148,Nsd1,Nsd2,44.5827,108543,77250.0
149,Nsd1,Kmt2c,4.0783,108543,226985.0
150,Nsd1,Suv39h2,19.4969,108543,19216.0
151,Nsd1,Setdb1,10.3976,108543,33677.0
152,Nsd1,Suv39h1,21.0654,108543,13589.0
153,Fryl,Fry,59.8344,236632,379108.0
154,Tcf7l1,Tcf7,44.3914,162876,30960.0
155,Tcf7l1,Lef1,57.6826,162876,113885.0
156,Tcf7l1,Tcf7l2,59.0759,162876,191834.0
157,Msi2,Hnrnpa3,31.3984,379131,10146.0
158,Msi2,Hnrnpab,31.6265,379131,6747.0
159,Msi2,Rbm19,7.03782,379131,82516.0
160,Msi2,Hnrnpa2b1,31.1615,379131,8962.0
161,Msi2,Cirbp,31.3953,379131,6801.0
162,Msi2,Rbm3,37.013,379131,6905.0
163,Msi2,Rbm47,8.47458,379131,156569.0
164,Msi2,Dazap1,19.4581,379131,26922.0
165,Msi2,Hnrnpa1,30.2949,379131,6260.0
166,Msi2,Msi1,68.232,379131,26099.0
167,Msi2,Rbm39,10.3774,379131,32999.0
168,Msi2,Rbmxl1,20.3608,379131,3629.0
169,Msi2,Gm7324,20.3608,379131,17550.0
170,Msi2,Rbmx,20.4604,379131,9506.0
171,Msi2,Tia1,15.544,379131,29186.0
172,Msi2,Rbm31y,14.3363,379131,1954.0
173,Msi2,Hnrnpdl,25.0,379131,6087.0
174,Msi2,Rbm4,14.1274,379131,9608.0
175,Msi2,Rbm4b,14.0056,379131,10568.0
176,Msi2,Tial1,15.3061,379131,21940.0
177,Msi2,A1cf,9.91597,379131,80231.0
178,Msi2,Dnd1,9.94318,379131,2543.0
179,Msi2,Hnrnpa0,34.4262,379131,2677.0
180,Msi2,Rbm46,10.3189,379131,39255.0
181,Msi2,Trnau1ap,13.2404,379131,17775.0
182,Msi2,Ncl,7.35502,379131,14681.0
183,Msi2,Hnrnpd,29.0141,379131,23003.0
184,Msi2,Rbmxl2,19.7403,379131,1471.0
185,Msi2,Gm10256,13.6842,379131,42793.0
186,Msi2,Gm10352,13.6842,379131,11217.0
187,Msi2,Gm4064,13.4211,379131,11040.0
188,Msi2,Gm21704,13.6842,379131,43020.0
189,Msi2,Gm21708,13.6842,379131,10979.0
190,Msi2,Gm21677,13.6842,379131,11473.0
191,Msi2,Rbmy,13.6842,379131,11174.0
192,Msi2,Gm29289,24.6988,379131,6834.0
193,Msi2,Gm21693,13.6842,379131,18579.0
194,Msi2,Gm3376,13.9474,379131,11594.0
195,Arid5b,Arid5a,27.924,186220,16296.0
196,Arid5b,Arid4b,12.6332,186220,136371.0
197,Arid5b,Arid4a,12.7676,186220,82602.0
198,Tet1,Tet2,19.8958,104426,81460.0
199,Tet1,Tet3,24.0155,104426,96711.0
200,Myc,Bmyc,57.6471,4983,982.0
201,Myc,Mycl,33.9674,4983,6833.0
202,Myc,Mycn,37.013,4983,5821.0
203,Myc,Mycs,32.7146,4983,2367.0
204,Nes,Krt39,19.7095,9373,7224.0
205,Nes,Krt75,16.5154,9373,10559.0
206,Nes,Krt26,21.2121,9373,9416.0
207,Nes,Krt2,11.7397,9373,7480.0
208,Nes,Krt24,21.0938,9373,5303.0
209,Nes,Krt33a,23.2673,9373,5017.0
210,Nes,Krt33b,23.0198,9373,6234.0
211,Nes,Krt31,22.5962,9373,3905.0
212,Nes,Krt81,16.0083,9373,4690.0
213,Nes,Krt83,16.0752,9373,6382.0
214,Nes,Krt86,16.0494,9373,6508.0
215,Nes,Krt87,16.9697,9373,7766.0
216,Nes,Krt25,23.0942,9373,7435.0
217,Nes,Krt7,18.3807,9373,19270.0
218,Nes,Krt77,14.8601,9373,10974.0
219,Nes,Krt71,14.313,9373,9160.0
220,Nes,Krt42,24.5575,9373,6989.0
221,Nes,Krt72,15.5769,9373,10288.0
222,Nes,Krt78,7.77154,9373,8286.0
223,Nes,Krt34,23.2143,9373,4207.0
224,Nes,Krt1,12.7159,9373,5368.0
225,Nes,Krt82,15.5039,9373,9453.0
226,Nes,Krt9,14.4011,9373,6465.0
227,Nes,Krt36,23.6786,9373,3619.0
228,Nes,Krt18,22.9314,9373,3847.0
229,Nes,Krt90,18.4015,9373,10594.0
230,Nes,Synm,6.40615,9373,29582.0
231,Nes,Krt84,15.0912,9373,7794.0
232,Nes,Des,17.2708,9373,8250.0
233,Nes,Krt12,21.9713,9373,6593.0
234,Nes,Krt5,15.6897,9373,5828.0
235,Nes,Gm5478,14.3925,9373,4360.0
236,Nes,Krt79,16.3842,9373,10992.0
237,Nes,Krt8,17.9592,9373,7784.0
238,Nes,Krt15,24.1228,9373,4170.0
239,Nes,Krt13,24.9428,9373,4239.0
240,Nes,Krt32,22.0751,9373,7426.0
241,Nes,Krt76,13.8047,9373,8569.0
242,Nes,Krt4,16.381,9373,6200.0
243,Nes,Krt73,14.2857,9373,9038.0
244,Nes,Krt28,24.2424,9373,10031.0
245,Nes,Bfsp2,21.3942,9373,55496.0
246,Nes,Lmnb1,12.585,9373,45611.0
247,Nes,Krt40,22.5513,9373,5673.0
248,Nes,Lmntd1,10.4116,9373,249185.0
249,Nes,Vim,16.9528,9373,8899.0
250,Nes,Krt35,22.6374,9373,4048.0
251,Nes,Ina,16.5669,9373,10629.0
252,Nes,Krt20,25.7541,9373,9747.0
253,Nes,Krt23,24.1706,9373,15163.0
254,Nes,Krt222,14.6259,9373,11324.0
255,Nes,Lmna,10.8271,9373,29809.0
256,Nes,Gm49425,17.5542,9373,8253.0
257,Nes,Gfap,17.907,9373,13576.0
258,Nes,Lmnb2,12.3577,9373,17042.0
259,Nes,Krt17,25.4042,9373,4812.0
260,Nes,Krt14,24.5868,9373,4386.0
261,Nes,Krt16,25.1599,9373,2811.0
262,Nes,Krt10,21.5686,9373,4110.0
263,Nes,Krt6a,15.5515,9373,4397.0
264,Nes,Krt6b,15.8845,9373,4264.0
265,Nes,Gm5414,14.3116,9373,4160.0
266,Nes,Krt27,24.3304,9373,5539.0
267,Nes,Krt88,16.3743,9373,6163.0
268,Nes,Nefm,9.19811,9373,42256.0
269,Nes,Nefl,14.5488,9373,5232.0
270,Nes,Krt19,24.8139,9373,7855.0
271,Nes,Prph,17.357,9373,3804.0
272,Nes,Krt80,18.1416,9373,22718.0
273,Mapk1,Mapk12,37.8747,64071,10119.0
274,Mapk1,Mapk7,21.34,64071,5594.0
275,Mapk1,Mapk11,40.3846,64071,7142.0
276,Mapk1,Mak,17.4923,64071,54698.0
277,Mapk1,Cilk1,18.601,64071,62915.0
278,Mapk1,Mapk6,20.1389,64071,40943.0
279,Mapk1,Srpk2,13.3431,64071,181353.0
280,Mapk1,Mapk15,25.6831,64071,5385.0
281,Mapk1,Mok,23.3333,64071,33141.0
282,Mapk1,Nlk,27.3245,64071,130205.0
283,Mapk1,Mapk4,23.8422,64071,136873.0
284,Mapk1,Mapk8,32.5527,64071,69260.0
285,Mapk1,Mapk10,28.7449,64071,303386.0
286,Mapk1,Mapk3,81.0526,64071,6218.0
287,Mapk1,Mapk14,42.7778,64071,57077.0
288,Mapk1,Srpk1,13.8889,64071,35061.0
289,Mapk1,Mapk13,39.071,64071,10936.0
290,Mapk1,Srpk3,15.2212,64071,4520.0
291,Mapk1,Mapk9,32.8605,64071,39670.0
292,Pum1,Pum2,78.1426,118243,78447.0
293,Csnk1a1,Csnk1g3,39.5089,34787,93426.0
294,Csnk1a1,Vrk3,15.4525,34787,29102.0
