,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,KMT2A,EZH2,17.0439,90376,77064
1,KMT2A,SETDB2,12.1641,90376,50729
2,KMT2A,SETD2,9.00936,90376,147685
3,KMT2A,KMT2B,37.9006,90376,20907
4,KMT2A,NSD3,11.3431,90376,112568
5,KMT2A,SETD1B,16.5819,90376,28647
6,KMT2A,SETD1A,17.2232,90376,27370
7,KMT2A,EHMT1,15.7935,90376,251024
8,KMT2A,KMT2D,11.0168,90376,41819
9,KMT2A,EZH1,16.332,90376,44774
10,KMT2A,NSD1,7.15875,90376,168383
11,KMT2A,SETBP1,9.52381,90376,388337
12,KMT2A,EHMT2,15.9504,90376,17939
13,KMT2A,ASH1L,7.72605,90376,227894
14,KMT2A,NSD2,11.9414,90376,110814
15,KMT2A,KMT2C,12.9302,90376,301722
16,KMT2A,SUV39H2,21.4634,90376,25495
17,KMT2A,SETDB1,11.4551,90376,38481
18,KMT2A,SUV39H1,21.3592,90376,13462
