,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,Lmna,Krt39,17.6349,29809,7224
1,Lmna,Krt75,22.323,29809,10559
2,Lmna,Krt26,17.7489,29809,9416
3,Lmna,Krt2,15.1344,29809,7480
4,Lmna,Krt24,17.7734,29809,5303
5,Lmna,Krt33a,21.2871,29809,5017
6,Lmna,Krt33b,20.0495,29809,6234
7,Lmna,Krt31,20.4327,29809,3905
8,Lmna,Krt81,24.1164,29809,4690
9,Lmna,Krt83,24.4259,29809,6382
10,Lmna,Krt86,23.4568,29809,6508
11,Lmna,Krt87,23.8384,29809,7766
12,Lmna,Krt25,17.713,29809,7435
13,Lmna,Krt7,24.5077,29809,19270
14,Lmna,Krt77,18.3566,29809,10974
15,Lmna,Krt71,21.5649,29809,9160
16,Lmna,Krt42,21.6814,29809,6989
17,Lmna,Krt72,20.9615,29809,10288
18,Lmna,Krt78,10.5805,29809,8286
19,Lmna,Krt34,21.1735,29809,4207
20,Lmna,Krt1,17.8964,29809,5368
21,Lmna,Krt82,22.093,29809,9453
22,Lmna,Krt9,11.1709,29809,6465
23,Lmna,Krt36,17.759,29809,3619
24,Lmna,Krt18,23.1678,29809,3847
25,Lmna,Krt90,23.7918,29809,10594
26,Lmna,Synm,7.23895,29809,29582
27,Lmna,Krt84,20.8955,29809,7794
28,Lmna,Des,25.5864,29809,8250
29,Lmna,Krt12,17.8645,29809,6593
30,Lmna,Krt5,21.0345,29809,5828
31,Lmna,Gm5478,20.0,29809,4360
32,Lmna,Krt79,21.6573,29809,10992
33,Lmna,Krt8,25.102,29809,7784
34,Lmna,Krt15,20.1754,29809,4170
35,Lmna,Krt13,19.9085,29809,4239
36,Lmna,Krt32,18.3223,29809,7426
37,Lmna,Krt76,18.1818,29809,8569
38,Lmna,Krt4,21.3333,29809,6200
39,Lmna,Krt73,22.0779,29809,9038
40,Lmna,Nes,3.86266,29809,9373
41,Lmna,Krt28,17.9654,29809,10031
42,Lmna,Bfsp2,17.7885,29809,55496
43,Lmna,Lmnb1,53.0612,29809,45611
44,Lmna,Krt40,17.7677,29809,5673
45,Lmna,Lmntd1,7.26392,29809,249185
46,Lmna,Vim,26.3948,29809,8899
47,Lmna,Krt35,18.6813,29809,4048
48,Lmna,Ina,23.9521,29809,10629
49,Lmna,Krt20,20.4176,29809,9747
50,Lmna,Krt23,19.9052,29809,15163
51,Lmna,Krt222,19.7279,29809,11324
52,Lmna,Gm49425,23.8659,29809,8253
53,Lmna,Gfap,27.2093,29809,13576
54,Lmna,Lmnb2,50.8943,29809,17042
55,Lmna,Krt17,22.6328,29809,4812
56,Lmna,Krt14,19.8347,29809,4386
57,Lmna,Krt16,20.2559,29809,2811
58,Lmna,Krt10,16.0428,29809,4110
59,Lmna,Krt6a,22.7848,29809,4397
60,Lmna,Krt6b,23.1047,29809,4264
61,Lmna,Gm5414,19.5652,29809,4160
62,Lmna,Krt27,18.3036,29809,5539
63,Lmna,Krt88,24.5614,29809,6163
64,Lmna,Nefm,15.0943,29809,42256
65,Lmna,Nefl,23.0203,29809,5232
66,Lmna,Krt19,20.8437,29809,7855
67,Lmna,Prph,24.0631,29809,3804
68,Lmna,Krt80,23.6726,29809,22718
