,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,ADCK3,ADCK5,17.7586,,20141.0
1,ADCK3,ADCK1,20.0765,,134905.0
2,ADCK3,ADCK2,14.377,,23316.0
3,ADCK3,COQ8B,53.8603,,34270.0
4,BRD2,CECR2,7.17213,12911.0,198202.0
5,BRD2,BRD4,30.5433,12911.0,97026.0
6,BRD2,BRDT,36.4308,12911.0,65083.0
7,BRD2,KAT2A,6.81004,12911.0,8256.0
8,BRD2,BPTF,4.0411,12911.0,158875.0
9,BRD2,BAZ2A,5.25486,12911.0,41220.0
10,BRD2,BAZ1A,5.97686,12911.0,122916.0
11,BRD2,BAZ2B,5.0738,12911.0,297590.0
12,BRD2,KAT2B,6.73077,12911.0,113958.0
13,BRD2,BAZ1B,5.86649,12911.0,81887.0
14,BRD2,BRD3,63.2231,12911.0,38230.0
15,BUB1B,BUB1,21.2903,60100.0,40535.0
16,CDK11B,PRPF4B,16.6832,23787.0,43716.0
17,CDK11B,CDK13,12.3016,23787.0,149459.0
18,CDK11B,CDK15,33.5632,23787.0,105089.0
19,CDK11B,CDKL5,13.3333,23787.0,228046.0
20,CDK11B,CDK17,35.3728,23787.0,122219.0
21,CDK11B,CDK8,28.0172,23787.0,166878.0
22,CDK11B,CDK9,32.5269,23787.0,5113.0
23,CDK11B,CDK2,45.6376,23787.0,6008.0
24,CDK11B,CDK20,36.9942,23787.0,8312.0
25,CDK11B,CDK16,35.6855,23787.0,12137.0
26,CDK11B,CDK10,48.8889,23787.0,15617.0
27,CDK11B,CDK4,40.9241,23787.0,8286.0
28,CDK11B,CDKL2,18.9474,23787.0,54220.0
29,CDK11B,CDK7,37.2832,23787.0,42635.0
30,CDK11B,CDK12,13.4899,23787.0,106073.0
31,CDK11B,CDKL3,19.2568,23787.0,84697.0
32,CDK11B,CDK6,39.2638,23787.0,231652.0
33,CDK11B,CDKL4,31.5789,23787.0,75938.0
34,CDK11B,CDK5,44.1781,23787.0,4082.0
