,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,WDR7,WDR17,8.41777,378468,116977
1,WDR7,SNRNP40,20.1681,378468,37220
2,WDR7,DCAF4L1,13.3838,378468,4709
3,WDR7,NWD1,7.19274,378468,98116
4,WDR7,AHI1,7.10702,378468,215027
5,WDR7,WDR81,6.7491,378468,22076
6,WDR7,PAK1IP1,15.051,378468,14810
7,WDR7,WDR38,23.5669,378468,4473
8,WDR7,PAFAH1B1,17.8049,378468,92405
9,WDR7,TEP1,5.70994,378468,47834
10,WDR7,POC1A,21.8673,378468,79464
11,WDR7,WDR5,22.1557,378468,24603
12,WDR7,WDR5B,21.2121,378468,4216
13,WDR7,DAW1,18.7952,378468,53290
14,WDR7,DCAF4,14.1414,378468,33326
15,WDR7,DCAF4L2,13.6709,378468,3268
16,WDR7,WDR75,10.3614,378468,34106
17,WDR7,WDR88,15.4661,378468,43709
18,WDR7,POC1B,18.6192,378468,106329
19,WDR7,WDR27,12.9609,378468,244855
20,WDR7,NEDD1,11.8182,378468,46556
21,WDR7,WDR43,12.4077,378468,53552
22,WDR7,MAPKBP1,9.81432,378468,53421
23,WDR7,COP1,7.25034,378468,262455
24,WDR7,TBL2,17.0022,378468,11254
25,WDR7,WDR62,9.45502,378468,50459
26,CMTR1,CMTR2,17.7922,49608,8326
