,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,SMARCA4,CHD7,11.8118,118494,189288
1,SMARCA4,CHD8,13.057,118494,70932
2,SMARCA4,CHD3,17.2,118494,27964
3,SMARCA4,INO80,17.8021,118494,137400
4,SMARCA4,SMARCA1,28.6916,118494,76999
5,SMARCA4,SMARCA5,28.5171,118494,43784
6,SMARCA4,EP400,11.4313,118494,130518
7,SMARCA4,SMARCAD1,23.6842,118494,83681
8,SMARCA4,SRCAP,10.743,118494,43200
9,SMARCA4,RAD54L2,15.9509,118494,129948
10,SMARCA4,CHD9,12.3921,118494,274159
11,SMARCA4,CHD1,20.2924,118494,75022
12,SMARCA4,HELLS,31.5036,118494,68576
13,SMARCA4,SMARCA2,77.7987,118494,213334
14,SMARCA4,ERCC6,18.5532,118494,85370
15,SMARCA4,CHD4,17.6255,118494,44442
16,SMARCA4,TTF2,15.4045,118494,47127
17,SMARCA4,BTAF1,15.1433,118494,107667
18,SMARCA4,ERCC6L,16.96,118494,34370
19,SMARCA4,HLTF,17.3439,118494,56427
20,SMARCA4,RAD54B,21.2088,118494,103155
21,SMARCA4,CHD1L,26.7559,118494,53111
22,SMARCA4,ATRX,10.7143,118494,281353
23,SMARCA4,CHD5,17.349,118494,78534
24,SMARCA4,CHD2,19.1466,118494,141793
25,SMARCA4,SHPRH,7.90255,118494,100178
26,SMARCA4,SMARCAL1,16.457,118494,70670
27,SMARCA4,ZRANB3,15.1066,118494,394302
28,SMARCA4,CHD6,12.0074,118494,216301
29,SMARCA4,RAD54L,22.7577,118494,32019
