,Gene,Paralog,Perc_ID,ko_length,paralog_length
0,ID3,ID2,42.5373,1575,5616
1,ID3,ID1,33.5484,1575,1232
2,ID3,ID4,33.5404,1575,4827
3,NFKBIA,ANKRD22,19.3717,3670,31948
4,NFKBIA,PLA2G6,9.18114,3670,103283
5,NFKBIA,TONSL,5.07983,3670,15665
6,NFKBIA,NFKBIB,19.1011,3670,9193
7,IKZF5,ZNF587B,10.2686,18005,26517
8,IKZF5,ZNF552,8.35381,18005,11072
9,IKZF5,ZNF660,14.5015,18005,21471
10,IKZF5,ZNF793,9.35961,18005,41823
11,IKZF5,ZNF711,8.30235,18005,29371
12,IKZF5,ZFAT,7.4819,18005,235261
13,IKZF5,ZNF792,9.33544,18005,7875
14,IKZF5,ZNF419,10.1961,18005,8387
15,IKZF5,ZFY,8.98876,18005,47225
16,IKZF5,ZFX,8.9441,18005,67082
17,IKZF5,ZNF418,7.98817,18005,13520
18,IKZF5,ZNF8,9.56522,18005,23836
19,IKZF5,PRDM15,6.83611,18005,81257
20,IKZF5,ZBTB11,5.31814,18005,28246
21,IKZF5,ZNF551,9.70149,18005,35332
22,IKZF5,ZNF256,9.40989,18005,6873
23,IKZF5,ZNF772,12.5,18005,10907
24,IKZF5,ZNF154,13.0435,18005,12929
25,IKZF5,ZNF134,8.19672,18005,10491
26,IKZF5,ZNF610,12.1212,18005,31535
27,IKZF5,ZNF480,11.7757,18005,28753
28,IKZF5,ZNF548,8.80734,18005,13142
29,IKZF5,ZNF586,11.6915,18005,50284
30,IKZF5,ZIK1,12.9363,18005,15434
31,IKZF5,ZNF837,7.9096,18005,13412
32,IKZF5,ZNF570,12.6866,18005,21067
33,IKZF5,ZNF549,8.59375,18005,30217
34,IKZF5,E4F1,7.90816,18005,12162
35,IKZF5,ZNF773,12.2172,18005,18489
36,IKZF5,ZNF304,9.71168,18005,8627
37,IKZF5,ZNF584,10.6888,18005,30232
38,IKZF5,ZSCAN20,6.51965,18005,28998
39,IKZF5,ZNF583,11.9508,18005,38069
40,IKZF5,ZNF79,13.253,18005,20998
41,IKZF5,ZNF562,9.38967,18005,33293
42,IKZF5,ZNF561,10.2881,18005,16556
43,IKZF5,ZSCAN2,10.7492,18005,26810
44,IKZF5,ZNF691,12.0635,18005,5904
45,OTUD5,OTUD6A,17.7083,36362,1722
46,OTUD5,OTUD3,19.3467,36362,30550
47,OTUD5,OTUD6B,16.7235,36362,16899
48,OTUD5,OTUD4,11.1311,36362,69751
49,OTUD5,OTUD1,16.8399,36362,3302
50,UBR5,UBE3B,15.824,160486,59303
51,UBR5,HERC4,13.346,160486,153402
52,UBR5,HERC3,14.6667,160486,116107
53,UBR5,HECW2,15.3308,160486,404585
54,UBR5,ITCH,27.6102,160486,148538
55,UBR5,SMURF1,24.8974,160486,116668
56,UBR5,TRIP12,10.1113,160486,159402
57,UBR5,HERC6,14.2857,160486,64358
58,UBR5,HECTD2,18.299,160486,105549
59,UBR5,HERC2,4.6959,160486,211139
60,UBR5,HECW1,15.6912,160486,453372
61,UBR5,AREL1,16.7679,160486,59680
62,UBR5,NEDD4,24.4444,160486,166738
63,UBR5,UBE3C,17.4515,160486,130444
64,UBR5,WWP1,26.7896,160486,135873
65,UBR5,HECTD4,7.46944,160486,222251
66,UBR5,HECTD1,8.16092,160486,107687
67,UBR5,NEDD4L,22.8718,160486,357314
68,UBR5,HERC5,12.6953,160486,49044
69,UBR5,SMURF2,26.0695,160486,120025
70,UBR5,UBE3A,21.5596,160486,105323
71,UBR5,HUWE1,8.52766,160486,154656
72,UBR5,HACE1,20.132,160486,131825
73,UBR5,WWP2,25.1724,160486,179413
74,EP300,CREBBP,58.3129,87485,155659
